Country,Event
FIN,Ice Hockey
FIN,Ice Hockey
FIN,Ice Hockey
FIN,Ice Hockey
FIN,Ice Hockey
FIN,Ice Hockey
FIN,Ice Hockey
FIN,Ice Hockey
FIN,Ice Hockey
FIN,Ice Hockey
FIN,Ice Hockey
FIN,Ice Hockey
FIN,Ice Hockey
FIN,Ice Hockey
FIN,Ice Hockey
FIN,Ice Hockey
FIN,Ice Hockey
FIN,Ice Hockey
FIN,Ice Hockey
FIN,Ice Hockey
FIN,Ice Hockey
FIN,Ice Hockey
FIN,Ice Hockey
FIN,Ice Hockey
FIN,Ice Hockey
FIN,Team Sprint
FIN,Team Sprint
FIN,4X5KM Relay
FIN,4X5KM Relay
FIN,4X5KM Relay
FIN,4X5KM Relay
FIN,Team Sprint
FIN,Team Sprint
FIN,Slopestyle
FRA,12.5Km Pursuit
FRA,12.5Km Pursuit
FRA,15KM Mass Start
FRA,20KM
FRA,Giant Slalom
FRA,Giant Slalom
FRA,4X10KM Relay
FRA,4X10KM Relay
FRA,4X10KM Relay
FRA,4X10KM Relay
FRA,Ski Cross
FRA,Ski Cross
FRA,Ski Cross
FRA,Ski Halfpipe
FRA,Ski Halfpipe
FRA,K90 Individual
FRA,Snowboard Cross
FRA,Snowboard Cross
GBR,Individual
GBR,Curling
GBR,Curling
GBR,Curling
GBR,Curling
GBR,Curling
GBR,Curling
GBR,Curling
GBR,Curling
GBR,Curling
GBR,Curling
GBR,Slopestyle
GER,20KM
GER,4X7.5KM Relay
GER,4X7.5KM Relay
GER,4X7.5KM Relay
GER,4X7.5KM Relay
GER,Doubles
GER,Doubles
GER,Mixed Relay
GER,Mixed Relay
GER,Mixed Relay
GER,Singles
GER,Mixed Relay
GER,Singles
GER,Singles
GER,Pairs
GER,Pairs
GER,Giant Slalom
GER,Super Combined
GER,Super-G
GER,4X5KM Relay
GER,4X5KM Relay
GER,4X5KM Relay
GER,4X5KM Relay
GER,Ind. K90 (70M)
GER,Sprint K120
GER,"Team, 4X5 KM"
GER,"Team, 4X5 KM"
GER,"Team, 4X5 KM"
GER,"Team, 4X5 KM"
GER,Teams
GER,Teams
GER,Teams
GER,Teams
GER,K90 Individual
GER,Parallel Slalom
GER,Parallel Slalom
ITA,Relay Mix
ITA,Relay Mix
ITA,Relay Mix
ITA,Relay Mix
ITA,Singles
ITA,Individual
ITA,1500M
ITA,3000M Relay
ITA,3000M Relay
ITA,3000M Relay
ITA,3000M Relay
ITA,500M
ITA,Downhill
ITA,Super Combined
JPN,Individual
JPN,Ski Halfpipe
JPN,Ind. K90 (70M)
JPN,Large Hill
JPN,Teams
JPN,Teams
JPN,Teams
JPN,Teams
JPN,Half-Pipe
JPN,Half-Pipe
JPN,Giant Parall.S.
KAZ,Individual
KOR,Individual
KOR,1000M
KOR,1000M
KOR,1500M
KOR,3000M Relay
KOR,3000M Relay
KOR,3000M Relay
KOR,3000M Relay
KOR,3000M Relay
KOR,500M
KOR,Team Pursuit
KOR,Team Pursuit
KOR,Team Pursuit
KOR,500M
LAT,Four-Man
LAT,Four-Man
LAT,Four-Man
LAT,Four-Man
LAT,Individual
LAT,Doubles
LAT,Doubles
LAT,Mixed Relay
LAT,Mixed Relay
LAT,Mixed Relay
LAT,Mixed Relay
NED,1000M
NED,10000M
NED,10000M
NED,10000M
NED,1000M
NED,1000M
NED,1500M
NED,5000M
NED,5000M
NED,5000M
NED,500M
NED,500M
NED,500M
NED,Team Pursuit
NED,Team Pursuit
NED,Team Pursuit
NED,1000M
NED,1000M
NED,1500M
NED,1500M
NED,1500M
NED,3000M
NED,5000M
NED,5000M
NED,500M
NED,Team Pursuit
NED,Team Pursuit
NED,Team Pursuit
NED,Team Pursuit
NOR,10KM
NOR,15KM Mass Start
NOR,Relay Mix
NOR,Relay Mix
NOR,10KM Pursuit
NOR,12.5KM Mass Start
NOR,4X6KM Relay
NOR,4X6KM Relay
NOR,4X6KM Relay
NOR,4X6KM Relay
NOR,Relay Mix
NOR,Relay Mix
NOR,Downhill
NOR,Slalom
NOR,Super-G
NOR,Combined 15+15K
NOR,Sprint 1.5KM
NOR,10KM
NOR,30KM
NOR,30KM
NOR,30KM
NOR,Combined7.5+7.5
NOR,Combined7.5+7.5
NOR,Sprint 1.5KM
NOR,Sprint 1.5KM
NOR,Team Sprint
NOR,Team Sprint
NOR,Ind. K90 (70M)
NOR,Sprint K120
NOR,Sprint K120
NOR,"Team, 4X5 KM"
NOR,"Team, 4X5 KM"
NOR,"Team, 4X5 KM"
NOR,"Team, 4X5 KM"
NOR,Normal Hill
NOR,Slopestyle
POL,1500M
POL,Team Pursuit
POL,Team Pursuit
POL,Team Pursuit
POL,Team Pursuit
POL,Team Pursuit
POL,Team Pursuit
POL,Team Pursuit
POL,10KM
POL,Large Hill
POL,Normal Hill
RUS,20KM
RUS,4X7.5KM Relay
RUS,4X7.5KM Relay
RUS,4X7.5KM Relay
RUS,4X7.5KM Relay
RUS,4X6KM Relay
RUS,4X6KM Relay
RUS,4X6KM Relay
RUS,4X6KM Relay
RUS,7.5KM
RUS,Four-Man
RUS,Four-Man
RUS,Four-Man
RUS,Four-Man
RUS,Two-Man
RUS,Two-Man
RUS,Individual
RUS,Individual
RUS,Mixed Relay
RUS,Mixed Relay
RUS,Mixed Relay
RUS,Singles
RUS,Mixed Relay
RUS,Ice Dancing
RUS,Pairs
RUS,Pairs
RUS,Team
RUS,Team
RUS,Team
RUS,Team
RUS,Team
RUS,Ice Dancing
RUS,Individual
RUS,Pairs
RUS,Pairs
RUS,Team
RUS,Team
RUS,Team
RUS,Team
RUS,Team
RUS,1000M
RUS,1000M
RUS,1500M
RUS,5000M Relay
RUS,5000M Relay
RUS,5000M Relay
RUS,5000M Relay
RUS,500M
RUS,3000M
RUS,500M
RUS,Team Pursuit
RUS,Team Pursuit
RUS,Team Pursuit
RUS,Team Pursuit
RUS,4X10KM Relay
RUS,4X10KM Relay
RUS,4X10KM Relay
RUS,4X10KM Relay
RUS,50KM
RUS,50KM
RUS,50KM
RUS,Team Sprint
RUS,Team Sprint
RUS,Moguls
RUS,Giant Parall.S.
RUS,Parallel Slalom
RUS,Snowboard Cross
RUS,Giant Parall.S.
SLO,10KM Pursuit
SLO,Downhill
SLO,Giant Slalom
SLO,Sprint 1.5KM
SLO,Large Hill
SLO,Normal Hill
SLO,Giant Parall.S.
SLO,Parallel Slalom
SUI,15KM
SUI,Two-Man
SUI,Two-Man
SUI,Ice Hockey
SUI,Ice Hockey
SUI,Ice Hockey
SUI,Ice Hockey
SUI,Ice Hockey
SUI,Ice Hockey
SUI,Ice Hockey
SUI,Ice Hockey
SUI,Ice Hockey
SUI,Ice Hockey
SUI,Ice Hockey
SUI,Ice Hockey
SUI,Ice Hockey
SUI,Ice Hockey
SUI,Ice Hockey
SUI,Ice Hockey
SUI,Ice Hockey
SUI,Ice Hockey
SUI,Ice Hockey
SUI,Ice Hockey
SUI,Ice Hockey
SUI,Super Combined
SUI,Downhill
SUI,Downhill
SUI,15KM
SUI,Combined 15+15K
SUI,Giant Parall.S.
SUI,Half-Pipe
SUI,Giant Parall.S.
SVK,7.5KM
SWE,Curling
SWE,Curling
SWE,Curling
SWE,Curling
SWE,Curling
SWE,Curling
SWE,Curling
SWE,Curling
SWE,Curling
SWE,Curling
SWE,Ice Hockey
SWE,Ice Hockey
SWE,Ice Hockey
SWE,Ice Hockey
SWE,Ice Hockey
SWE,Ice Hockey
SWE,Ice Hockey
SWE,Ice Hockey
SWE,Ice Hockey
SWE,Ice Hockey
SWE,Ice Hockey
SWE,Ice Hockey
SWE,Ice Hockey
SWE,Ice Hockey
SWE,Ice Hockey
SWE,Ice Hockey
SWE,Ice Hockey
SWE,Ice Hockey
SWE,Ice Hockey
SWE,Ice Hockey
SWE,Ice Hockey
SWE,Ice Hockey
SWE,Ice Hockey
SWE,Ice Hockey
SWE,Ice Hockey
SWE,15KM
SWE,15KM
SWE,4X10KM Relay
SWE,4X10KM Relay
SWE,4X10KM Relay
SWE,4X10KM Relay
SWE,Combined 15+15K
SWE,Sprint 1.5KM
SWE,Sprint 1.5KM
SWE,Team Sprint
SWE,Team Sprint
SWE,10KM
SWE,4X5KM Relay
SWE,4X5KM Relay
SWE,4X5KM Relay
SWE,4X5KM Relay
SWE,Combined7.5+7.5
SWE,Team Sprint
SWE,Team Sprint
SWE,Ski Cross
UKR,4X6KM Relay
UKR,4X6KM Relay
UKR,4X6KM Relay
UKR,4X6KM Relay
UKR,7.5KM
USA,Four-Man
USA,Four-Man
USA,Four-Man
USA,Four-Man
USA,Two-Man
USA,Two-Man
USA,Two-Woman
USA,Two-Woman
USA,Two-Woman
USA,Two-Woman
USA,Individual
USA,Individual
USA,Ice Hockey
USA,Ice Hockey
USA,Ice Hockey
USA,Ice Hockey
USA,Ice Hockey
USA,Ice Hockey
USA,Ice Hockey
USA,Ice Hockey
USA,Ice Hockey
USA,Ice Hockey
USA,Ice Hockey
USA,Ice Hockey
USA,Ice Hockey
USA,Ice Hockey
USA,Ice Hockey
USA,Ice Hockey
USA,Ice Hockey
USA,Ice Hockey
USA,Ice Hockey
USA,Ice Hockey
USA,Ice Hockey
USA,Singles
USA,Ice Dancing
USA,Team
USA,Team
USA,Team
USA,Team
USA,Ice Dancing
USA,Team
USA,Team
USA,Team
USA,Team
USA,5000M Relay
USA,5000M Relay
USA,5000M Relay
USA,5000M Relay
USA,Giant Slalom
USA,Super-G
USA,Super-G
USA,Slalom
USA,Super Combined
USA,Ski Halfpipe
USA,Ski Slopestyle
USA,Ski Slopestyle
USA,Ski Slopestyle
USA,Moguls
USA,Ski Halfpipe
USA,Ski Slopestyle
USA,Slopestyle
USA,Snowboard Cross
USA,Half-Pipe
USA,Half-Pipe
USA,Slopestyle
